"contrast","angle_type","estimate","SE","df","t.ratio","p.value"
"Early - Late","Main",-24.6254284029181,2.20703869743806,2506.1461809046,-11.1576785814872,3.00578957728128e-28
"Early - Late","NN1",25.6960390938459,2.20703869743806,2506.1461809046,11.6427678063252,1.50457649059558e-30
"Early - Late","NN2",-1.07061069127051,2.20703869743806,2506.1461809046,-0.485089224993324,0.627655453249782
