Colony,slide_id,Sample,NN_level,mean_distance,sd_distance,n,se_distance
SC8,1SG8T5,T5,2,1.4384661546237274,0.20867419472536516,63,0.026290477346665835
SC8,1SG8T5,T5,3,1.659131221894618,0.26645427855003606,63,0.033570083657739405
SC8,1SG8T5,T5,4,1.89202467611237,0.35850879117730833,63,0.04516786210883548
SC8,1SG8T5,T5,5,2.169047055454877,0.42548448688409407,63,0.05360600661958269
SC8,1SG8T5,T5,6,2.425163555301185,0.4661140850375242,63,0.05872485483779532
SC8,1SG8T5,T5,7,2.6765638855976888,0.5198555847727362,63,0.06549564737984362
SC8,1SG8T5,T5,8,2.8792480975968693,0.5937766664368486,63,0.07480882827165972
SC9,1SG9T1,T1,1,1.134640965585241,0.2584488466428892,39,0.041384936665979935
SC9,1SG9T1,T1,2,1.4376434705845895,0.2829854921694106,39,0.04531394441471166
SC9,1SG9T1,T1,3,1.7332303839222,0.3793409157435335,39,0.06074316050074313
SC9,1SG9T1,T1,4,2.1005686917203445,0.43657075998770245,39,0.06990726980211459
SC9,1SG9T1,T1,5,2.34653657347173,0.44472160966230423,39,0.07121245031245138
SC9,1SG9T1,T1,6,2.6363218241305515,0.4894140504838887,39,0.07836896835025481
SC9,1SG9T1,T1,7,2.8857071602675886,0.5949598664656104,39,0.09526982500525936
SC9,1SG9T1,T1,8,3.2090447912240907,0.7026926591099126,39,0.11252087819565774
SC9,1SG9T2,T2,1,1.1188129136078984,0.1508521824118347,36,0.02514203040197245
SC9,1SG9T2,T2,2,1.3136506424306562,0.16279114680863402,36,0.027131857801439004
SC9,1SG9T2,T2,3,1.595069923186893,0.22927680797247763,36,0.03821280132874627
SC9,1SG9T2,T2,4,1.9021165021490463,0.34016903751024113,36,0.05669483958504019
SC9,1SG9T2,T2,5,2.236914427902063,0.3747220884012578,36,0.06245368140020963
SC9,1SG9T2,T2,6,2.4760364655523697,0.3812365032722859,36,0.06353941721204766
SC9,1SG9T2,T2,7,2.7564784407227636,0.4341120944465507,36,0.07235201574109178
SC9,1SG9T2,T2,8,3.0366715809066505,0.5095386528898296,36,0.0849231088149716
SC9,1SG9T3,T3,1,1.1186692488197654,0.2118450382080652,58,0.02781661628613267
SC9,1SG9T3,T3,2,1.3750717587396666,0.21181902333457778,58,0.027813200365893742
SC9,1SG9T3,T3,3,1.6338242351915893,0.250362635866215,58,0.032874224636950326
SC9,1SG9T3,T3,4,1.8498267658871073,0.3399938743162789,58,0.04464338283062742
SC9,1SG9T3,T3,5,2.159722697573132,0.3548397467649933,58,0.046592741384558545
SC9,1SG9T3,T3,6,2.3436476610711163,0.3810045446835362,58,0.0500283476657379
SC9,1SG9T3,T3,7,2.587307276583533,0.46050521435330866,58,0.060467297010034865
SC9,1SG9T3,T3,8,2.796579165025326,0.5012970495391074,58,0.06582352737808381
SC9,1SG9T4,T4,1,1.1724680799761078,0.24173740322591264,74,0.028101402321074866
SC9,1SG9T4,T4,2,1.4564284224158834,0.23504243288748825,74,0.027323127827773123
SC9,1SG9T4,T4,3,1.7079231496715055,0.26738795519943015,74,0.03108321842047189
SC9,1SG9T4,T4,4,1.9610581324468814,0.32367958258110857,74,0.03762698718463893
SC9,1SG9T4,T4,5,2.210187133401449,0.3156430438891439,74,0.03669275853802469
SC9,1SG9T4,T4,6,2.4584179037229186,0.3136319284986238,74,0.03645897112263538
SC9,1SG9T4,T4,7,2.677647574737846,0.32590411305777073,74,0.03788558359986457
SC9,1SG9T4,T4,8,2.887097956922793,0.369930157516638,74,0.043003507311438295
SC9,1SG9T5,T5,1,1.1353947634482218,0.16628293397606606,42,0.025658013754032344
SC9,1SG9T5,T5,2,1.330365846228867,0.15303347275595763,42,0.02361357750257679
SC9,1SG9T5,T5,3,1.549085021447686,0.2714237930521235,42,0.04188160052736022
SC9,1SG9T5,T5,4,1.831114003633844,0.33793126978422683,42,0.05214392698464965
SC9,1SG9T5,T5,5,2.049195628113711,0.3544047361547005,42,0.054685838031101594
SC9,1SG9T5,T5,6,2.3140022210277635,0.4247601022492113,42,0.065541906707294
SC9,1SG9T5,T5,7,2.574816684072804,0.50941692520039,42,0.07860473808580856
SC9,1SG9T5,T5,8,2.8361464537192975,0.4848413665101538,42,0.07481264705271513
