Colony,Colony_Number,Sample,Slide,Polyp_ID,X,Y,NN1_Distance,NN2_Distance,NN3_Distance,NN4_Distance,NN5_Distance,NN6_Distance,NN7_Distance,NN8_Distance
SC1,1,T1,1SG1T1,35,13.873512774022553,8.756645370967266,1.5096052648097424,1.641534531537381,1.6737043196810741,1.725161574512477,1.7582882371161597,2.062733288927952,2.282203976402866,2.5389722634288643
SC1,1,T1,1SG1T1,36,18.490763842918476,7.89356544989288,1.6040961353218743,1.7707389519039052,1.834576917703881,1.9161584766453188,1.995773277324543,2.2000955500435677,2.2479859773309565,2.6752390335048264
SC1,1,T1,1SG1T1,37,11.429286590964985,10.27252962730031,1.499272799379105,1.5293406651676678,1.6011625651152501,1.7231700382736344,1.8174083763505768,2.2499353431250917,2.3085933012505793,2.5008705807633778
SC1,1,T1,1SG1T1,38,23.207813830672492,11.97639850822405,1.487932425072258,1.6566743841795464,1.8515584904356435,1.9079566848848828,1.9853303757404888,2.552452196537643,3.093209020388217,3.1593300248657323
SC1,1,T1,1SG1T1,39,10.520711668071463,13.08032267628921,1.4425653209670473,1.6213588731588224,1.796951599504111,1.8189294443408894,2.0838381066212666,2.1846155121524453,2.7886254197863587,2.951137102281314
SC1,1,T1,1SG1T1,40,11.296804433225333,16.699801259164527,1.502693279372077,1.7199958633029455,2.625083307796516,3.228296967856567,3.4111876852245895,3.701748936923909,4.440992605022346,4.634376776581326
SC1,1,T1,1SG1T1,41,20.542044704675916,22.16169074460031,0.7909236645002916,1.2050289166433688,1.2975718141696273,1.8339345593560445,1.897431449345578,2.274062018418993,2.884796679038733,3.145814970125385
SC1,1,T1,1SG1T1,42,18.668087106235433,22.459229018126315,1.058825787218169,1.6041441692788632,1.6904699014579372,1.7849183061082936,1.897431449345578,2.271446881897885,2.276729226058294,2.5964593697160243
SC1,1,T1,1SG1T1,43,16.427646660849312,22.864102553277775,1.5359138090552278,1.6901999588680832,1.7222295453062602,1.7798290709482913,2.276729226058294,2.568142098436055,3.031297540501225,3.2072209912209373
SC1,1,T1,1SG1T1,44,17.15761412729627,10.34575572939204,0.8868531569683019,1.2080889501131267,1.5700189588499698,1.8391853162673661,1.9094824460152076,2.3211560665110635,2.631244716899887,2.791151255509765
SC1,1,T1,1SG1T1,45,21.883193947074336,9.181166101466529,1.3809675186902146,1.425907423185684,1.5727599995343617,1.5827285464184502,1.8738261976314345,2.47061172879761,2.6868414211867346,2.9495195212393046
SC1,1,T1,1SG1T1,46,23.052545845865303,9.997149015681034,1.425907423185684,1.6150848808379163,1.9853303757404888,2.2493148563689287,2.7110455861936846,2.8573883081778155,3.219918521283975,3.3531073993547413
SC1,1,T1,1SG1T1,47,12.16083948465182,8.963847354670136,1.3607469093007514,1.36589590533249,1.499272799379105,1.725161574512477,2.098238567086798,2.100830172981064,2.104829462226504,2.177732566811387
SC1,1,T1,1SG1T1,48,15.454061215814258,7.431226477031717,1.4158384577577319,1.5658598284709833,1.7488052722768221,2.0054866018749395,2.062733288927952,2.1635246990672186,2.2580475398776865,2.8325621479094907
SC1,1,T1,1SG1T1,49,10.076001019463044,11.33926911882044,1.3400119334467875,1.6066491610870766,1.6150186464260607,1.7231700382736344,1.7673660304457217,1.796951599504111,1.8666063011143317,2.8981857419740864
SC1,1,T1,1SG1T1,50,13.228159476113657,20.69883651984591,1.2955173346034343,1.703219408832429,1.8100332418482576,1.9188240350496844,2.7251733358952537,3.0650383858474783,3.191826300253595,3.583882920238282
SC1,1,T1,1SG1T1,51,14.314799755252604,21.40422865760392,1.2955173346034343,1.5086946947591486,1.58668325681774,1.7068195328052094,2.073266420803488,2.5040281802199487,2.568142098436055,2.9407068039356745
SC1,1,T1,1SG1T1,52,24.0620539325179,13.19468285515647,1.487932425072258,1.7951193070844524,1.9511960513549955,2.08624309250549,2.596148216363542,3.0913980036087616,3.2553338589147796,3.3531073993547413
