r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.9997759746577038,0.9997311695892446,0.007566579466554981,22313.903516690363,2.550682928443123e-10,1,25.433182268053443,-44.866364536106886,-45.02863408894095,2.862656241184573e-4,5,7
