term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
spacing_cluster,1.5483473626862339,1.5483473626862339,1,43.80414981207201,10.633691531927514,0.002153436380467714
nn_rank_num,9489.774390595918,9489.774390595918,1,28423.444021362662,65173.57539338648,0
spacing_cluster:nn_rank_num,101.9557739041376,101.9557739041376,1,28423.444020648298,700.2086713375609,1.8978212000714548e-152
