genotype,nn_rank_num.trend,SE,df,asymp.LCL,asymp.UCL
1,0.05266413831187674,0.0023024284790458456,Inf,0.04815146141596755,0.057176815207785926
10,0.06408951140184871,0.002440127134478665,Inf,0.059306950100571604,0.06887207270312581
2,0.07135381545433447,0.0033322389593303126,Inf,0.06482274710616584,0.07788488380250311
3,0.05989804294183664,0.002794093566214004,Inf,0.05442172018262212,0.06537436570105117
4,0.05990982490179006,0.002884585694620362,Inf,0.0542561408300147,0.06556350897356542
6,0.06099021339582864,0.0033099494853624455,Inf,0.054502831613871365,0.06747759517778593
7,0.0653912171951278,0.0030955294006435735,Inf,0.05932409105678154,0.07145834333347406
8,0.06374372336576313,0.0029294265020748155,Inf,0.05800215292633935,0.06948529380518692
9,0.06652938451465082,0.0036331415586406467,Inf,0.059408557908979434,0.0736502111203222
