term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
genotype,1680.3177648486558,210.03972060608197,8,33.90072728224373,7.552111732013591,9.59201343053415e-6
day_sc,16719.4733179087,16719.4733179087,1,3303.9190754230117,601.159296122251,4.122382359434967e-122
