term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
genotype,57.14203652741735,7.142754565927169,8,34.02393197416742,4.205605471783234,0.0013868315825222375
day_sc,4618.11790638842,4618.11790638842,1,3280.6533113873606,2719.116519710095,0
genotype:day_sc,339.39325923667144,42.42415740458393,8,3278.678235397047,24.979056310798995,1.0871409114312562e-37
