term,Sum Sq,Mean Sq,NumDF,DenDF,F value,Pr(>F)
spacing_cluster,0.001407126754813129,0.001407126754813129,1,57.931273565969015,0.0035084459083763765,0.9529710697549529
nn_rank_num,4401.240922783929,4401.240922783929,1,24864.243120665466,10973.791561067024,0
spacing_cluster:nn_rank_num,3.1362412303023626,3.1362412303023626,1,24864.243120820513,7.819716791325523,0.005171895820177737
